"Observation.id","Observation.date","Description","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s."
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42744.721","42748.470","3.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42749.221","42753.718","4.497"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42753.989","42756.991","3.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42758.739","42767.989","9.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42769.240","42772.488","3.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42774.490","42780.988","6.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42781.501","42781.748","0.247"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42782.618","42783.116","0.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42783.868","42792.117","8.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42794.117","42800.370","6.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42801.621","42803.124","1.503"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","42803.190","42804.940","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42805.691","42807.936","2.245"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42808.941","42826.938","17.997"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42830.549","42832.050","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42833.547","42836.300","2.753"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42836.938","42866.440","29.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42868.189","42869.190","1.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42869.441","42877.936","8.495"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42879.941","42882.690","2.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42883.440","42889.189","5.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42889.689","42897.189","7.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42897.570","42900.067","2.497"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42901.319","42904.318","2.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42904.816","42920.070","15.254"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42921.386","42921.801","0.415"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42922.550","42926.301","3.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42928.548","42936.300","7.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42936.467","42947.969","11.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42948.469","42955.717","7.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42956.537","42959.290","2.753"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42960.039","42962.038","1.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42962.791","42969.789","6.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42971.037","42973.289","2.252"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","42973.789","42976.288","2.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42977.489","42986.738","9.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42988.491","42990.991","2.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42993.240","42996.241","3.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42998.238","43001.990","3.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43003.240","43004.741","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43005.741","43016.240","10.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43016.741","43018.237","1.496"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43018.741","43021.990","3.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43022.489","43036.991","14.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43037.986","43037.990","0.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43041.000","43044.501","3.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43046.252","43055.540","9.288"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43056.200","43060.449","4.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43060.701","43075.700","14.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43077.269","43078.270","1.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43079.020","43081.771","2.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43082.018","43084.767","2.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43085.271","43093.271","8.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43093.691","43096.691","3.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43097.688","43109.690","12.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43110.439","43116.437","5.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43118.670","43121.449","2.779"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43122.447","43127.197","4.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43127.219","43128.216","0.997"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43128.471","43130.221","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43130.589","43133.837","3.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43134.841","43139.590","4.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43140.091","43143.087","2.996"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43144.139","43144.641","0.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43145.549","43148.047","2.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43149.299","43149.788","0.489"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43151.538","43152.697","1.159"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43153.699","43154.947","1.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43155.941","43156.438","0.497"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43156.936","43157.689","0.753"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43158.849","43160.350","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43160.470","43160.590","0.120"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43161.088","43165.090","4.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43166.341","43167.000","0.659"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43168.241","43169.489","1.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43169.738","43178.237","8.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43178.549","43180.547","1.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43180.797","43185.049","4.252"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43185.571","43187.817","2.246"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43187.940","43194.939","6.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43195.691","43209.390","13.699"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43211.139","43217.136","5.997"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43217.567","43222.570","5.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43224.220","43225.719","1.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43227.337","43230.088","2.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43232.119","43232.491","0.372"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43232.740","43234.237","1.497"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43234.737","43236.740","2.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43236.987","43241.491","4.504"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43243.489","43245.486","1.997"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43245.988","43253.990","8.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43257.096","43258.097","1.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43258.718","43259.216","0.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43259.968","43262.470","2.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43262.869","43263.367","0.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43263.615","43263.866","0.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43264.866","43270.489","5.623"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43270.989","43279.235","8.246"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43279.700","43282.188","2.488"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43282.189","43292.189","10.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43293.500","43296.500","3.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43298.247","43312.250","14.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43313.566","43313.568","0.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43315.068","43317.567","2.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43319.069","43325.065","5.996"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43327.069","43330.569","3.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43330.815","43332.069","1.254"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43333.069","43338.067","4.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43338.815","43344.317","5.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43344.820","43347.069","2.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43347.319","43348.190","0.871"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43349.689","43352.437","2.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43353.340","43353.589","0.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43354.836","43365.838","11.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43367.088","43368.087","0.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43368.838","43369.340","0.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43371.088","43383.337","12.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43385.215","43394.219","9.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43395.650","43396.769","1.119"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43399.768","43402.015","2.247"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43402.670","43404.672","2.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43406.167","43407.666","1.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43409.036","43409.320","0.284"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43410.566","43412.570","2.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43412.600","43414.099","1.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43416.350","43420.098","3.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43420.847","43421.120","0.273"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43421.367","43425.866","4.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43427.400","43427.768","0.368"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43428.017","43442.519","14.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Running","STATE","43443.319","43445.069","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43445.569","43449.820","4.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43450.820","43453.500","2.680"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43454.499","43455.750","1.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43456.237","43462.988","6.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43463.640","43465.890","2.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43466.389","43467.167","0.778"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43468.165","43470.170","2.005"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43470.287","43471.037","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43471.699","43485.345","13.646"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43485.747","43486.335","0.588"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43486.867","43492.733","5.866"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43493.200","43495.400","2.200"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43496.200","43497.048","0.848"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43497.299","43508.048","10.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43508.546","43510.797","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","43511.046","43514.048","3.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43514.089","43516.339","2.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43517.590","43517.870","0.280"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43518.115","43521.869","3.754"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43522.398","43528.516","6.118"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43530.300","43532.045","1.745"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43533.048","43537.550","4.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43537.817","43539.570","1.753"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43539.819","43541.569","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43542.067","43545.569","3.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","43546.088","43549.836","3.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43550.087","43553.088","3.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43553.148","43561.647","8.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43561.668","43570.569","8.901"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43571.434","43573.938","2.504"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43574.436","43574.689","0.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43575.965","43580.969","5.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43581.219","43587.966","6.747"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43588.896","43589.146","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43591.399","43591.548","0.149"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43592.048","43595.549","3.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43596.917","43597.669","0.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43598.914","43600.668","1.754"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43601.067","43601.314","0.247"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43601.819","43605.068","3.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43607.102","43610.598","3.496"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43610.839","43612.836","1.997"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43613.119","43614.119","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43615.867","43616.489","0.622"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43617.989","43618.991","1.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43620.398","43622.148","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43623.135","43625.386","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43626.889","43627.299","0.410"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43628.044","43630.048","2.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","43631.047","43637.295","6.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43637.844","43643.098","5.254"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43643.497","43648.497","5.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","43650.739","43651.488","0.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Running","STATE","43652.515","43653.518","1.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43653.636","43661.886","8.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43663.387","43664.638","1.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43665.886","43669.635","3.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43670.096","43672.097","2.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43672.468","43673.464","0.996"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43673.968","43677.969","4.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43678.869","43682.116","3.247"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43682.644","43688.897","6.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43689.395","43690.395","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43691.149","43691.419","0.270"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43692.167","43695.169","3.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43695.199","43696.946","1.747"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43697.197","43707.947","10.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","43708.748","43709.249","0.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43710.697","43712.498","1.801"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43713.747","43718.649","4.902"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43719.648","43720.544","0.896"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43721.544","43730.795","9.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43732.186","43732.688","0.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43733.688","43739.438","5.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43740.687","43761.436","20.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43763.687","43786.435","22.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","43787.669","43788.667","0.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43788.916","43822.419","33.503"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43823.419","43830.419","7.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43832.918","43837.403","4.485"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43837.404","43838.619","1.215"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43839.365","43839.869","0.504"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43841.869","43841.895","0.026"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","43842.395","43843.394","0.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43844.768","43848.766","3.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43849.768","43853.018","3.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43854.038","43854.444","0.406"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43854.944","43856.194","1.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43857.067","43857.565","0.498"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43859.067","43859.815","0.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43860.065","43860.568","0.503"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","43862.596","43870.344","7.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43872.093","43872.345","0.252"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","43872.988","43874.484","1.496"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","43875.486","43877.988","2.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","43878.388","43879.390","1.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","43880.634","43882.385","1.751"
